Index #,Order ID,Year,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,P_ID,Product_Name,Region
2515,CA-2013-124506,2013,11/12/2013,Standard Class,BB-11545,Brenda Bowman,Corporate,Bangladesh,Rajbari,Furniture,Chairs,47.992,2,0.3,-2.0568,P-0878,ITEM-0863,Central
2516,CA-2011-106572,2011,9/5/2011,Standard Class,NP-18700,Nora Preis,Consumer,Bangladesh,Chuadanga,Office Supplies,Storage,264.32,2,0.2,19.824,P-0547,ITEM-0542,Southern
2517,CA-2011-128888,2011,11/15/2011,Standard Class,PB-19105,Peter Bühler,Consumer,Bangladesh,Rajshahi,Office Supplies,Envelopes,604.656,9,0.2,204.0714,P-0971,ITEM-0956,Northern
2518,CA-2014-123134,2014,5/3/2014,Standard Class,DW-13585,Dorothy Wardle,Corporate,Bangladesh,Jessore,Furniture,Furnishings,129.93,3,0,12.993,P-0785,ITEM-0776,Southern
2519,CA-2013-124352,2013,10/16/2013,Standard Class,CD-12790,Cynthia Delaney,Home Office,Bangladesh,Chittagong,Office Supplies,Labels,20.16,7,0,9.8784,P-1364,ITEM-1341,Eastern
2520,CA-2013-124352,2013,10/16/2013,Standard Class,CD-12790,Cynthia Delaney,Home Office,Bangladesh,Chittagong,Office Supplies,Labels,29.46,6,0,14.4354,P-0608,ITEM-0603,Eastern
2521,CA-2013-124352,2013,10/16/2013,Standard Class,CD-12790,Cynthia Delaney,Home Office,Bangladesh,Chittagong,Office Supplies,Appliances,868.59,3,0,251.8911,P-1365,ITEM-1342,Eastern
2522,CA-2013-124352,2013,10/16/2013,Standard Class,CD-12790,Cynthia Delaney,Home Office,Bangladesh,Chittagong,Office Supplies,Paper,12.96,2,0,6.2208,P-0090,ITEM-0090,Eastern
2523,CA-2013-124352,2013,10/16/2013,Standard Class,CD-12790,Cynthia Delaney,Home Office,Bangladesh,Chittagong,Technology,Phones,5.5,1,0,1.375,P-0896,ITEM-0880,Eastern
2524,CA-2013-124352,2013,10/16/2013,Standard Class,CD-12790,Cynthia Delaney,Home Office,Bangladesh,Chittagong,Office Supplies,Binders,121.6,4,0,55.936,P-1000,ITEM-0983,Eastern
2525,CA-2012-124541,2012,4/6/2012,Standard Class,TT-21220,Thomas Thornton,Consumer,Bangladesh,Rajshahi,Office Supplies,Art,42.048,9,0.2,5.256,P-0513,ITEM-0508,Northern
2526,CA-2012-124541,2012,4/6/2012,Standard Class,TT-21220,Thomas Thornton,Consumer,Bangladesh,Rajshahi,Technology,Accessories,25.488,2,0.2,4.4604,P-1366,ITEM-1343,Northern
2527,CA-2012-124541,2012,4/6/2012,Standard Class,TT-21220,Thomas Thornton,Consumer,Bangladesh,Rajshahi,Office Supplies,Binders,6.9,3,0.8,-12.075,P-1024,ITEM-1006,Northern
2528,CA-2012-124541,2012,4/6/2012,Standard Class,TT-21220,Thomas Thornton,Consumer,Bangladesh,Rajshahi,Office Supplies,Binders,9.648,6,0.8,-16.884,P-1233,ITEM-1207,Northern
2529,CA-2012-124541,2012,4/6/2012,Standard Class,TT-21220,Thomas Thornton,Consumer,Bangladesh,Rajshahi,Office Supplies,Paper,7.968,2,0.2,2.8884,P-1051,ITEM-1031,Northern
2530,CA-2011-108707,2011,10/24/2011,Standard Class,DB-12910,Daniel Byrd,Home Office,Bangladesh,Narayanganj,Office Supplies,Paper,10.368,2,0.2,3.6288,P-0740,ITEM-0732,Central
2531,CA-2011-111500,2011,8/17/2011,Standard Class,DJ-13510,Don Jones,Corporate,Bangladesh,Munshiganj,Office Supplies,Paper,114.2,5,0,52.532,P-1139,ITEM-1118,Central
2532,CA-2011-111500,2011,8/17/2011,Standard Class,DJ-13510,Don Jones,Corporate,Bangladesh,Munshiganj,Office Supplies,Binders,17.96,4,0,8.2616,P-1367,ITEM-0305,Central
2533,CA-2011-111500,2011,8/17/2011,Standard Class,DJ-13510,Don Jones,Corporate,Bangladesh,Munshiganj,Office Supplies,Fasteners,12.67,7,0,4.5612,P-1089,ITEM-1070,Central
2534,CA-2011-111500,2011,8/17/2011,Standard Class,DJ-13510,Don Jones,Corporate,Bangladesh,Munshiganj,Technology,Accessories,339.96,4,0,122.3856,P-0107,ITEM-0107,Central
2535,US-2014-117723,2014,8/16/2014,Second Class,DL-13495,Dionis Lloyd,Corporate,Bangladesh,Panchagarh,Office Supplies,Storage,1801.632,6,0.2,-337.806,P-0459,ITEM-0455,Northern
2536,CA-2012-143238,2012,9/6/2012,First Class,LO-17170,Lori Olson,Corporate,Bangladesh,Noakhali,Technology,Accessories,46.32,4,0,18.0648,P-0104,ITEM-0104,Eastern
2537,CA-2012-168746,2012,1/27/2012,Second Class,SV-20365,Seth Vernon,Consumer,Bangladesh,Chuadanga,Furniture,Chairs,181.986,2,0.3,-54.5958,P-0071,ITEM-0071,Southern
2538,CA-2012-168746,2012,1/27/2012,Second Class,SV-20365,Seth Vernon,Consumer,Bangladesh,Chuadanga,Technology,Phones,431.976,4,0.4,-100.7944,P-1150,ITEM-1129,Southern
2539,CA-2012-168746,2012,1/27/2012,Second Class,SV-20365,Seth Vernon,Consumer,Bangladesh,Chuadanga,Technology,Phones,155.37,1,0.4,-36.253,P-1368,ITEM-1344,Southern
2540,CA-2012-113404,2012,7/16/2012,Same Day,EM-13810,Eleni McCrary,Corporate,Bangladesh,Noakhali,Furniture,Chairs,1348.704,6,0.2,-219.1644,P-0300,ITEM-0297,Eastern
2541,CA-2012-113404,2012,7/16/2012,Same Day,EM-13810,Eleni McCrary,Corporate,Bangladesh,Noakhali,Furniture,Chairs,700.152,3,0.2,78.7671,P-0285,ITEM-0282,Eastern
2542,CA-2013-144792,2013,5/1/2013,Standard Class,KD-16615,Ken Dana,Corporate,Bangladesh,Naogaon,Furniture,Furnishings,111.888,7,0.2,22.3776,P-0562,ITEM-0556,Northern
2543,CA-2011-164385,2011,9/26/2011,Second Class,NB-18580,Nicole Brennan,Corporate,Bangladesh,Panchagarh,Office Supplies,Appliances,143.952,3,0.2,14.3952,P-0811,ITEM-0801,Northern
2544,US-2013-114174,2013,9/9/2013,Standard Class,AP-10720,Anne Pryor,Home Office,Bangladesh,Khulna,Furniture,Bookcases,173.94,3,0,13.9152,P-1369,ITEM-1345,Southern
2545,US-2013-114174,2013,9/9/2013,Standard Class,AP-10720,Anne Pryor,Home Office,Bangladesh,Khulna,Office Supplies,Labels,14.76,4,0,6.9372,P-1239,ITEM-1213,Southern
2546,CA-2014-108070,2014,4/17/2014,Standard Class,JE-15745,Joel Eaton,Consumer,Bangladesh,Noakhali,Office Supplies,Storage,205.92,4,0,2.0592,P-0233,ITEM-0231,Eastern
2547,CA-2014-108070,2014,4/17/2014,Standard Class,JE-15745,Joel Eaton,Consumer,Bangladesh,Noakhali,Furniture,Bookcases,102.833,1,0.15,-6.049,P-0431,ITEM-0426,Eastern
2548,US-2012-128090,2012,8/16/2012,Standard Class,JM-15865,John Murray,Consumer,Bangladesh,Naogaon,Office Supplies,Art,2.304,1,0.2,0.2592,P-0827,ITEM-0815,Northern
2549,US-2012-128090,2012,8/16/2012,Standard Class,JM-15865,John Murray,Consumer,Bangladesh,Naogaon,Technology,Phones,1879.96,5,0.2,211.4955,P-1148,ITEM-1127,Northern
2550,US-2012-128090,2012,8/16/2012,Standard Class,JM-15865,John Murray,Consumer,Bangladesh,Naogaon,Office Supplies,Paper,313.024,8,0.2,105.6456,P-1185,ITEM-1162,Northern
2551,US-2012-128090,2012,8/16/2012,Standard Class,JM-15865,John Murray,Consumer,Bangladesh,Naogaon,Office Supplies,Labels,5.04,2,0.2,1.764,P-0817,ITEM-0805,Northern
2552,CA-2014-101042,2014,11/20/2014,Standard Class,AB-10105,Adrian Barton,Consumer,Bangladesh,Gaibandha,Furniture,Furnishings,821.88,6,0,213.6888,P-1370,ITEM-1346,Northern
2553,CA-2014-101042,2014,11/20/2014,Standard Class,AB-10105,Adrian Barton,Consumer,Bangladesh,Gaibandha,Office Supplies,Binders,21.96,2,0,10.7604,P-1046,ITEM-1026,Northern
2554,CA-2013-155439,2013,9/15/2013,Standard Class,PN-18775,Parhena Norris,Home Office,Bangladesh,Magura,Office Supplies,Paper,25.92,4,0,12.4416,P-0816,ITEM-0804,Southern
2555,CA-2013-118626,2013,8/16/2013,Standard Class,JC-15775,John Castell,Consumer,Bangladesh,Narayanganj,Technology,Phones,705.544,7,0.2,70.5544,P-1371,ITEM-1347,Central
2556,CA-2012-111458,2012,9/26/2012,Standard Class,PF-19165,Philip Fox,Consumer,Bangladesh,Bogura,Technology,Accessories,50,2,0,12,P-1372,ITEM-1348,Northern
2557,US-2013-126844,2013,10/9/2013,Standard Class,BW-11110,Bart Watters,Corporate,Bangladesh,Rajshahi,Furniture,Furnishings,51.712,8,0.6,-32.32,P-1373,ITEM-1349,Northern
2558,US-2012-112508,2012,3/24/2012,Standard Class,BP-11185,Ben Peterman,Corporate,Bangladesh,Narayanganj,Office Supplies,Appliances,6.992,2,0.2,0.5244,P-1299,ITEM-1275,Central
2559,CA-2012-147788,2012,5/31/2012,Standard Class,TM-21010,Tamara Manning,Consumer,Bangladesh,Faridpur,Furniture,Bookcases,1406.86,7,0,140.686,P-1374,ITEM-1350,Central
2560,CA-2012-147788,2012,5/31/2012,Standard Class,TM-21010,Tamara Manning,Consumer,Bangladesh,Faridpur,Office Supplies,Labels,15.75,5,0,7.56,P-0366,ITEM-0361,Central
2561,CA-2012-147788,2012,5/31/2012,Standard Class,TM-21010,Tamara Manning,Consumer,Bangladesh,Faridpur,Office Supplies,Storage,323.1,2,0,61.389,P-0766,ITEM-0758,Central
2562,CA-2012-144288,2012,12/25/2012,Standard Class,MB-17305,Maria Bertelson,Consumer,Bangladesh,Kurigram,Office Supplies,Labels,9.216,4,0.2,3.3408,P-1187,ITEM-1164,Northern
2563,CA-2012-144288,2012,12/25/2012,Standard Class,MB-17305,Maria Bertelson,Consumer,Bangladesh,Kurigram,Office Supplies,Paper,10.368,2,0.2,3.6288,P-1291,ITEM-1268,Northern
2564,CA-2012-110632,2012,3/17/2012,Second Class,HR-14830,Harold Ryan,Corporate,Bangladesh,Bogura,Technology,Accessories,15.02,1,0,2.7036,P-1375,ITEM-1351,Northern
2565,CA-2012-110632,2012,3/17/2012,Second Class,HR-14830,Harold Ryan,Corporate,Bangladesh,Bogura,Office Supplies,Storage,33.82,2,0,9.1314,P-1037,ITEM-1018,Northern
2566,CA-2014-109589,2014,12/22/2014,First Class,BD-11635,Brian Derr,Consumer,Bangladesh,Gaibandha,Technology,Accessories,71,4,0,27.69,P-0937,ITEM-0921,Northern
2567,CA-2014-123967,2014,11/2/2014,Second Class,SF-20200,Sarah Foster,Consumer,Bangladesh,Rangamati,Office Supplies,Binders,25.12,5,0.2,7.85,P-1376,ITEM-1352,Eastern
2568,CA-2014-123967,2014,11/2/2014,Second Class,SF-20200,Sarah Foster,Consumer,Bangladesh,Rangamati,Furniture,Tables,2665.62,9,0,239.9058,P-1235,ITEM-1209,Eastern
2569,CA-2014-148929,2014,9/8/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,Bangladesh,Bogura,Office Supplies,Storage,478.08,8,0,133.8624,P-0043,ITEM-0043,Northern
2570,CA-2014-134404,2014,12/28/2014,Same Day,DR-12880,Dan Reichenbach,Corporate,Bangladesh,Chuadanga,Technology,Phones,164.388,2,0.4,-35.6174,P-0820,ITEM-0808,Southern
2571,CA-2014-134404,2014,12/28/2014,Same Day,DR-12880,Dan Reichenbach,Corporate,Bangladesh,Chuadanga,Office Supplies,Art,13.248,4,0.2,3.6432,P-0155,ITEM-0154,Southern
2572,CA-2014-109778,2014,7/17/2014,Standard Class,VM-21685,Valerie Mitchum,Home Office,Bangladesh,Rajbari,Office Supplies,Art,2.912,2,0.2,0.91,P-0854,ITEM-0839,Central
2573,CA-2013-155845,2013,8/13/2013,Second Class,CM-12235,Chris McAfee,Consumer,Bangladesh,Rajshahi,Technology,Accessories,1399.944,7,0.2,52.4979,P-1288,ITEM-1265,Northern
2574,CA-2014-145128,2014,7/10/2014,Standard Class,SM-20320,Sean Miller,Home Office,Bangladesh,Patuakhali,Furniture,Furnishings,526.45,5,0,31.587,P-0794,ITEM-0784,Southern
2575,CA-2011-129091,2011,11/22/2011,Standard Class,RA-19885,Ruben Ausman,Corporate,Bangladesh,Dhaka,Office Supplies,Envelopes,16.23,3,0,7.9527,P-0898,ITEM-0882,Central
2576,CA-2011-129091,2011,11/22/2011,Standard Class,RA-19885,Ruben Ausman,Corporate,Bangladesh,Dhaka,Office Supplies,Binders,319.9,5,0,156.751,P-0670,ITEM-0664,Central
2577,CA-2011-129091,2011,11/22/2011,Standard Class,RA-19885,Ruben Ausman,Corporate,Bangladesh,Dhaka,Office Supplies,Envelopes,11.36,2,0,5.3392,P-0153,ITEM-0034,Central
2578,CA-2011-129091,2011,11/22/2011,Standard Class,RA-19885,Ruben Ausman,Corporate,Bangladesh,Dhaka,Office Supplies,Appliances,675.12,3,0,290.3016,P-1377,ITEM-1353,Central
2579,US-2011-155502,2011,1/27/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Bangladesh,Gazipur,Furniture,Furnishings,62.82,3,0,30.7818,P-1378,ITEM-1354,Central
2580,US-2011-155502,2011,1/27/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Bangladesh,Gazipur,Office Supplies,Storage,489.92,8,0,0,P-0855,ITEM-0840,Central
2581,US-2011-155502,2011,1/27/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Bangladesh,Gazipur,Office Supplies,Paper,19.44,3,0,9.3312,P-0935,ITEM-0919,Central
2582,US-2011-155502,2011,1/27/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Bangladesh,Gazipur,Office Supplies,Paper,16.68,2,0,8.34,P-1306,ITEM-1282,Central
2583,US-2011-155502,2011,1/27/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Bangladesh,Gazipur,Technology,Phones,155.35,13,0,0,P-1379,ITEM-1355,Central
2584,US-2011-155502,2011,1/27/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Bangladesh,Gazipur,Furniture,Furnishings,12.42,3,0,4.4712,P-1380,ITEM-1356,Central
2585,US-2011-155502,2011,1/27/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Bangladesh,Gazipur,Technology,Phones,187.98,2,0,52.6344,P-0540,ITEM-0535,Central
2586,CA-2012-121041,2012,11/3/2012,Standard Class,CS-12250,Chris Selesnick,Corporate,Bangladesh,Rajshahi,Office Supplies,Envelopes,6.608,2,0.2,2.1476,P-0319,ITEM-0316,Northern
2587,CA-2014-131695,2014,7/1/2014,Standard Class,RA-19285,Ralph Arnett,Consumer,Bangladesh,Bogura,Office Supplies,Storage,248.57,7,0,67.1139,P-0842,ITEM-0828,Northern
2588,CA-2014-131695,2014,7/1/2014,Standard Class,RA-19285,Ralph Arnett,Consumer,Bangladesh,Bogura,Furniture,Furnishings,22.23,1,0,9.7812,P-1381,ITEM-1357,Northern
2589,CA-2013-137729,2013,5/6/2013,Standard Class,BF-11005,Barry Franz,Home Office,Bangladesh,Noakhali,Office Supplies,Storage,5.98,1,0,1.0166,P-1199,ITEM-1175,Eastern
2590,CA-2013-137729,2013,5/6/2013,Standard Class,BF-11005,Barry Franz,Home Office,Bangladesh,Noakhali,Technology,Phones,246.168,3,0.2,21.5397,P-0240,ITEM-0238,Eastern
2591,US-2013-115455,2013,9/9/2013,Standard Class,SE-20110,Sanjit Engle,Consumer,Bangladesh,Rajbari,Furniture,Furnishings,14.136,2,0.6,-7.7748,P-1382,ITEM-1358,Central
2592,US-2013-115455,2013,9/9/2013,Standard Class,SE-20110,Sanjit Engle,Consumer,Bangladesh,Rajbari,Furniture,Tables,601.47,3,0.5,-300.735,P-1383,ITEM-1359,Central
2593,CA-2014-128300,2014,11/25/2014,Second Class,RS-19765,Roland Schwarz,Corporate,Bangladesh,Magura,Technology,Phones,79.1,2,0,39.55,P-1256,ITEM-1231,Southern
2594,CA-2014-128300,2014,11/25/2014,Second Class,RS-19765,Roland Schwarz,Corporate,Bangladesh,Magura,Office Supplies,Binders,327.84,8,0,157.3632,P-0801,ITEM-0791,Southern
2595,CA-2014-149048,2014,5/14/2014,Standard Class,BM-11650,Brian Moss,Corporate,Bangladesh,Patuakhali,Office Supplies,Envelopes,180.96,2,0,81.432,P-0232,ITEM-0230,Southern
2596,CA-2014-149048,2014,5/14/2014,Standard Class,BM-11650,Brian Moss,Corporate,Bangladesh,Patuakhali,Office Supplies,Binders,914.97,3,0,411.7365,P-0570,ITEM-0565,Southern
2597,CA-2014-149048,2014,5/14/2014,Standard Class,BM-11650,Brian Moss,Corporate,Bangladesh,Patuakhali,Technology,Phones,587.97,3,0,158.7519,P-0967,ITEM-1360,Southern
2598,CA-2014-149048,2014,5/14/2014,Standard Class,BM-11650,Brian Moss,Corporate,Bangladesh,Patuakhali,Office Supplies,Storage,530.34,2,0,95.4612,P-1245,ITEM-1219,Southern
2599,CA-2014-149048,2014,5/14/2014,Standard Class,BM-11650,Brian Moss,Corporate,Bangladesh,Patuakhali,Office Supplies,Paper,14.94,3,0,7.3206,P-1384,ITEM-1361,Southern
2600,CA-2014-108553,2014,4/24/2014,Standard Class,SK-19990,Sally Knutson,Consumer,Bangladesh,Bogura,Office Supplies,Appliances,121.94,2,0,35.3626,P-1307,ITEM-1283,Northern
2601,CA-2014-108553,2014,4/24/2014,Standard Class,SK-19990,Sally Knutson,Consumer,Bangladesh,Bogura,Office Supplies,Supplies,122.71,7,0,36.813,P-0355,ITEM-0351,Northern
2602,CA-2013-165848,2013,6/5/2013,Same Day,EN-13780,Edward Nazzal,Consumer,Bangladesh,Bogura,Office Supplies,Paper,14.94,3,0,7.0218,P-0812,ITEM-0034,Northern
2603,CA-2013-165848,2013,6/5/2013,Same Day,EN-13780,Edward Nazzal,Consumer,Bangladesh,Bogura,Technology,Machines,1349.85,3,0,364.4595,P-1385,ITEM-1362,Northern
2604,CA-2013-165848,2013,6/5/2013,Same Day,EN-13780,Edward Nazzal,Consumer,Bangladesh,Bogura,Furniture,Bookcases,136.784,1,0.2,5.1294,P-1058,ITEM-1038,Northern
2605,CA-2013-165848,2013,6/5/2013,Same Day,EN-13780,Edward Nazzal,Consumer,Bangladesh,Bogura,Furniture,Furnishings,61.12,4,0,20.7808,P-0678,ITEM-0672,Northern
2606,CA-2011-112718,2011,12/16/2011,Standard Class,KN-16450,Kean Nguyen,Corporate,Bangladesh,Narayanganj,Office Supplies,Binders,1.167,1,0.7,-0.8558,P-1066,ITEM-1046,Central
2607,CA-2013-154053,2013,3/5/2013,Standard Class,MG-17890,Michael Granlund,Home Office,Bangladesh,Noakhali,Office Supplies,Art,16.99,1,0,4.9271,P-1386,ITEM-1363,Eastern
2608,CA-2011-127446,2011,11/25/2011,Standard Class,MC-17590,Matt Collister,Corporate,Bangladesh,Rajshahi,Technology,Accessories,24.672,3,0.2,0,P-1387,ITEM-1364,Northern
2609,CA-2011-127446,2011,11/25/2011,Standard Class,MC-17590,Matt Collister,Corporate,Bangladesh,Rajshahi,Office Supplies,Labels,2.52,1,0.2,0.882,P-0396,ITEM-0392,Northern
2610,CA-2011-127446,2011,11/25/2011,Standard Class,MC-17590,Matt Collister,Corporate,Bangladesh,Rajshahi,Furniture,Tables,1218.735,5,0.3,-121.8735,P-0004,ITEM-0004,Northern
2611,CA-2011-127446,2011,11/25/2011,Standard Class,MC-17590,Matt Collister,Corporate,Bangladesh,Rajshahi,Office Supplies,Labels,5.904,2,0.2,1.9926,P-1239,ITEM-1213,Northern
2612,CA-2011-127446,2011,11/25/2011,Standard Class,MC-17590,Matt Collister,Corporate,Bangladesh,Rajshahi,Office Supplies,Paper,15.696,3,0.2,5.1012,P-0784,ITEM-0775,Northern
2613,CA-2011-127446,2011,11/25/2011,Standard Class,MC-17590,Matt Collister,Corporate,Bangladesh,Rajshahi,Furniture,Furnishings,6.096,3,0.6,-3.9624,P-0535,ITEM-0530,Northern
2614,CA-2013-137204,2013,4/29/2013,Standard Class,BO-11350,Bill Overfelt,Corporate,Bangladesh,Noakhali,Furniture,Chairs,41.568,2,0.2,2.598,P-0793,ITEM-0783,Eastern
2615,CA-2011-147298,2011,4/26/2011,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Bangladesh,Noakhali,Furniture,Chairs,230.28,3,0.2,23.028,P-0371,ITEM-0367,Eastern
2616,CA-2011-147298,2011,4/26/2011,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Bangladesh,Noakhali,Office Supplies,Binders,18.288,6,0.2,5.715,P-0032,ITEM-0032,Eastern
2617,CA-2014-147942,2014,4/2/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Bangladesh,Noakhali,Office Supplies,Labels,5.78,2,0,2.7166,P-1388,ITEM-1365,Eastern
2618,CA-2014-147942,2014,4/2/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Bangladesh,Noakhali,Office Supplies,Binders,121.68,13,0.2,38.025,P-0674,ITEM-0668,Eastern
2619,CA-2014-115931,2014,12/23/2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Bangladesh,Bhola,Office Supplies,Art,4.17,3,0,1.0842,P-0382,ITEM-0378,Southern
2620,CA-2014-115931,2014,12/23/2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Bangladesh,Bhola,Technology,Phones,67.04,4,0.2,6.704,P-1021,ITEM-1003,Southern
2621,CA-2014-115931,2014,12/23/2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Bangladesh,Bhola,Office Supplies,Storage,37.32,3,0,10.4496,P-0254,ITEM-0252,Southern
2622,CA-2014-115931,2014,12/23/2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Bangladesh,Bhola,Office Supplies,Labels,18.45,5,0,8.6715,P-0933,ITEM-0917,Southern
2623,CA-2011-164861,2011,12/3/2011,Second Class,MC-17635,Matthew Clasen,Corporate,Bangladesh,Khagrachhari,Office Supplies,Paper,25.92,4,0,12.4416,P-1194,ITEM-1170,Eastern
2624,CA-2014-127180,2014,10/23/2014,First Class,TA-21385,Tom Ashbrook,Home Office,Bangladesh,Bogura,Technology,Copiers,11199.968,4,0.2,3919.9888,P-1389,ITEM-1366,Northern
2625,CA-2014-127180,2014,10/23/2014,First Class,TA-21385,Tom Ashbrook,Home Office,Bangladesh,Bogura,Technology,Phones,2399.6,8,0,647.892,P-0717,ITEM-0709,Northern
2626,CA-2014-127180,2014,10/23/2014,First Class,TA-21385,Tom Ashbrook,Home Office,Bangladesh,Bogura,Office Supplies,Envelopes,63.9,5,0,28.755,P-0119,ITEM-0119,Northern
2627,CA-2014-127180,2014,10/23/2014,First Class,TA-21385,Tom Ashbrook,Home Office,Bangladesh,Bogura,Technology,Phones,52.99,1,0,0.5299,P-0510,ITEM-0505,Northern
2628,US-2014-165344,2014,11/14/2014,First Class,SB-20290,Sean Braxton,Corporate,Bangladesh,Chuadanga,Technology,Accessories,60.864,4,0.2,9.1296,P-0453,ITEM-0449,Southern
2629,US-2014-165344,2014,11/14/2014,First Class,SB-20290,Sean Braxton,Corporate,Bangladesh,Chuadanga,Technology,Machines,652.995,7,0.7,-935.9595,P-1390,ITEM-1367,Southern
2630,US-2014-165344,2014,11/14/2014,First Class,SB-20290,Sean Braxton,Corporate,Bangladesh,Chuadanga,Office Supplies,Binders,11.22,10,0.7,-7.48,P-1391,ITEM-1368,Southern
2631,CA-2012-168186,2012,9/10/2012,Standard Class,AB-10150,Aimee Bixby,Consumer,Bangladesh,Chittagong,Office Supplies,Paper,14.94,3,0,7.0218,P-1232,ITEM-1206,Eastern
2632,US-2014-110604,2014,5/16/2014,Standard Class,JF-15295,Jason Fortune-,Consumer,Bangladesh,Rangamati,Furniture,Furnishings,39.96,2,0,17.1828,P-0892,ITEM-0876,Eastern
2633,US-2014-110604,2014,5/16/2014,Standard Class,JF-15295,Jason Fortune-,Consumer,Bangladesh,Rangamati,Furniture,Chairs,42.624,2,0.2,4.2624,P-1392,ITEM-1369,Eastern
2634,US-2014-110604,2014,5/16/2014,Standard Class,JF-15295,Jason Fortune-,Consumer,Bangladesh,Rangamati,Furniture,Chairs,220.96,1,0.2,24.858,P-0158,ITEM-0157,Eastern
2635,CA-2012-116750,2012,7/5/2012,Second Class,BF-10975,Barbara Fisher,Corporate,Bangladesh,Meherpur,Furniture,Furnishings,4.928,2,0.2,0.7392,P-1393,ITEM-1370,Southern
2636,CA-2012-116750,2012,7/5/2012,Second Class,BF-10975,Barbara Fisher,Corporate,Bangladesh,Meherpur,Office Supplies,Binders,7.23,5,0.7,-5.784,P-0545,ITEM-0540,Southern
2637,CA-2012-162369,2012,8/15/2012,Standard Class,TT-21265,Tim Taslimi,Corporate,Bangladesh,Noakhali,Office Supplies,Storage,323.1,2,0,61.389,P-0766,ITEM-0758,Eastern
2638,CA-2014-108441,2014,6/13/2014,Standard Class,SB-20170,Sarah Bern,Consumer,Bangladesh,Bogura,Office Supplies,Paper,19.04,4,0,9.3296,P-1394,ITEM-1371,Northern
2639,CA-2014-108441,2014,6/13/2014,Standard Class,SB-20170,Sarah Bern,Consumer,Bangladesh,Bogura,Office Supplies,Binders,13.128,3,0.2,4.2666,P-0521,ITEM-0516,Northern
2640,CA-2014-108441,2014,6/13/2014,Standard Class,SB-20170,Sarah Bern,Consumer,Bangladesh,Bogura,Office Supplies,Art,64.14,3,0,16.6764,P-1395,ITEM-1372,Northern
2641,CA-2014-108441,2014,6/13/2014,Standard Class,SB-20170,Sarah Bern,Consumer,Bangladesh,Bogura,Furniture,Chairs,858.24,4,0.1,143.04,P-0468,ITEM-0464,Northern
2642,CA-2012-169740,2012,2/20/2012,Standard Class,LM-17065,Liz MacKendrick,Consumer,Bangladesh,Munshiganj,Technology,Accessories,29.99,1,0,2.999,P-0702,ITEM-0695,Central
2643,CA-2013-124051,2013,12/30/2013,First Class,KA-16525,Kelly Andreada,Consumer,Bangladesh,Rajbari,Office Supplies,Paper,186.048,6,0.2,67.4424,P-0969,ITEM-0953,Central
2644,CA-2013-149111,2013,4/18/2013,Second Class,BF-11170,Ben Ferrer,Home Office,Bangladesh,Meherpur,Technology,Phones,36.792,1,0.2,4.1391,P-0522,ITEM-0517,Southern
2645,CA-2013-149111,2013,4/18/2013,Second Class,BF-11170,Ben Ferrer,Home Office,Bangladesh,Meherpur,Furniture,Furnishings,18.624,8,0.2,6.2856,P-0397,ITEM-0393,Southern
2646,CA-2011-131002,2011,9/7/2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Bangladesh,Chittagong,Furniture,Furnishings,57.69,3,0,23.6529,P-1007,ITEM-1373,Eastern
2647,CA-2011-131002,2011,9/7/2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Bangladesh,Chittagong,Office Supplies,Binders,42.81,3,0,20.1207,P-1396,ITEM-1374,Eastern
2648,CA-2011-131002,2011,9/7/2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Bangladesh,Chittagong,Office Supplies,Paper,12.96,2,0,6.2208,P-1397,ITEM-1375,Eastern
2649,CA-2011-131002,2011,9/7/2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Bangladesh,Chittagong,Furniture,Furnishings,821.88,6,0,213.6888,P-1370,ITEM-1346,Eastern
2650,CA-2011-131002,2011,9/7/2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Bangladesh,Chittagong,Technology,Phones,104.85,3,0,28.3095,P-0140,ITEM-0140,Eastern
2651,US-2013-146794,2013,9/27/2013,Standard Class,SH-19975,Sally Hughsby,Corporate,Bangladesh,Noakhali,Furniture,Bookcases,424.9575,5,0.15,19.998,P-0900,ITEM-0884,Eastern
